,samples
07105_p30.22_n93.25_train_s2.npy,16
07106_p30.22_n13.04_train_s2.npy,16
07108_p30.22_p16.47_train_s2.npy,16
07109_p30.23_p31.22_train_s2.npy,16
07111_p30.22_p57.19_train_s2.npy,16
07112_p30.22_p69.35_train_s2.npy,16
07114_p30.23_p92.21_train_s2.npy,16
07115_p30.23_p103.43_train_s2.npy,16
07116_p30.23_p115.38_train_s2.npy,16
07118_p30.31_n110.28_train_s2.npy,16
07119_p30.31_n99.15_train_s2.npy,16
07121_p30.32_n5.77_train_s2.npy,16
07122_p30.31_p10.24_train_s2.npy,16
07124_p30.32_p37.49_train_s2.npy,16
07125_p30.31_p50.90_train_s2.npy,16
07126_p30.31_p62.24_train_s2.npy,16
07128_p30.32_p85.84_train_s2.npy,16
07129_p30.32_p96.97_train_s2.npy,16
07131_p30.32_p120.26_train_s2.npy,16
07132_p30.40_n120.09_train_s2.npy,16
07134_p30.41_n95.41_train_s2.npy,16
07135_p30.41_n83.34_train_s2.npy,16
07136_p30.41_n4.74_train_s2.npy,16
07138_p30.40_p25.77_train_s2.npy,16
07139_p30.40_p40.65_train_s2.npy,16
07141_p30.40_p63.66_train_s2.npy,16
07142_p30.40_p74.90_train_s2.npy,16
07144_p30.41_p97.18_train_s2.npy,16
07145_p30.40_p109.78_train_s2.npy,16
07146_p30.40_p122.79_train_s2.npy,16
07148_p30.49_n104.77_train_s2.npy,16
07149_p30.49_n92.06_train_s2.npy,16
07151_p30.49_p1.41_train_s2.npy,16
07152_p30.49_p13.08_train_s2.npy,16
07154_p30.49_p41.42_train_s2.npy,16
07155_p30.49_p55.48_train_s2.npy,16
07156_p30.49_p68.61_train_s2.npy,16
07158_p30.50_p90.60_train_s2.npy,16
07159_p30.50_p102.48_train_s2.npy,16
07161_p30.50_p126.44_train_s2.npy,16
07162_p30.58_n115.60_train_s2.npy,16
07164_p30.58_n93.39_train_s2.npy,16
07165_p30.58_n80.77_train_s2.npy,16
07166_p30.58_n2.24_train_s2.npy,16
07168_p30.58_p26.02_train_s2.npy,16
07169_p30.58_p41.46_train_s2.npy,16
07171_p30.58_p68.15_train_s2.npy,16
07172_p30.58_p80.35_train_s2.npy,16
07174_p30.58_p102.05_train_s2.npy,16
07175_p30.58_p113.62_train_s2.npy,16
07176_p30.58_p128.85_train_s2.npy,16
07178_p30.67_n100.26_train_s2.npy,16
07179_p30.67_n86.37_train_s2.npy,16
07181_p30.67_p11.85_train_s2.npy,16
07182_p30.67_p32.10_train_s2.npy,16
07184_p30.67_p63.20_train_s2.npy,16
07185_p30.67_p78.23_train_s2.npy,16
07186_p30.67_p92.64_train_s2.npy,16
07188_p30.67_p122.07_train_s2.npy,16
07189_p30.76_n116.85_train_s2.npy,16
07191_p30.76_n91.78_train_s2.npy,15
07192_p30.76_n16.56_train_s2.npy,16
07194_p30.76_p12.38_train_s2.npy,16
07195_p30.76_p30.04_train_s2.npy,16
07196_p30.76_p45.50_train_s2.npy,16
07198_p30.76_p69.00_train_s2.npy,16
07199_p30.76_p80.07_train_s2.npy,16
07201_p30.76_p102.22_train_s2.npy,16
07202_p30.76_p112.46_train_s2.npy,16
07204_p30.85_n115.10_train_s2.npy,16
07205_p30.85_n103.28_train_s2.npy,16
07206_p30.85_n91.99_train_s2.npy,16
07208_p30.85_n2.67_train_s2.npy,16
07209_p30.85_p10.72_train_s2.npy,16
07211_p30.85_p41.68_train_s2.npy,16
07212_p30.85_p53.71_train_s2.npy,16
07214_p30.85_p79.23_train_s2.npy,16
07215_p30.85_p90.63_train_s2.npy,16
07216_p30.85_p102.03_train_s2.npy,16
07218_p30.85_p129.22_train_s2.npy,16
07219_p30.94_n112.80_train_s2.npy,16
07221_p30.94_n91.12_train_s2.npy,16
07222_p30.94_n15.55_train_s2.npy,16
07224_p30.94_p13.56_train_s2.npy,16
07225_p30.94_p33.76_train_s2.npy,16
07226_p30.94_p48.00_train_s2.npy,16
07228_p30.94_p71.87_train_s2.npy,16
07229_p30.94_p83.28_train_s2.npy,16
07231_p30.94_p105.99_train_s2.npy,16
07232_p30.94_p117.82_train_s2.npy,13
07234_p31.03_n111.01_train_s2.npy,16
07235_p31.03_n101.16_train_s2.npy,16
07236_p31.03_n89.74_train_s2.npy,16
07238_p31.03_p0.47_train_s2.npy,16
07239_p31.03_p12.31_train_s2.npy,16
07241_p31.03_p42.90_train_s2.npy,16
07242_p31.03_p55.90_train_s2.npy,16
07244_p31.03_p79.57_train_s2.npy,16
07245_p31.03_p90.78_train_s2.npy,16
07246_p31.03_p102.83_train_s2.npy,16
07248_p31.03_p128.19_train_s2.npy,16
07249_p31.12_n115.19_train_s2.npy,16
07251_p31.12_n93.38_train_s2.npy,15
07252_p31.12_n80.17_train_s2.npy,16
07254_p31.12_p10.75_train_s2.npy,16
07255_p31.12_p29.10_train_s2.npy,16
07256_p31.12_p43.57_train_s2.npy,16
07258_p31.12_p68.74_train_s2.npy,16
07259_p31.12_p79.54_train_s2.npy,16
07261_p31.12_p101.04_train_s2.npy,16
07262_p31.12_p112.47_train_s2.npy,16
07264_p31.21_n118.13_train_s2.npy,16
07265_p31.21_n105.95_train_s2.npy,16
07266_p31.21_n95.04_train_s2.npy,16
07268_p31.21_n5.20_train_s2.npy,16
07269_p31.21_p9.18_train_s2.npy,16
07271_p31.21_p44.24_train_s2.npy,16
07272_p31.21_p56.73_train_s2.npy,16
07274_p31.21_p81.18_train_s2.npy,16
07275_p31.21_p90.94_train_s2.npy,16
07276_p31.21_p102.38_train_s2.npy,16
07278_p31.21_p127.05_train_s2.npy,16
07279_p31.30_n115.85_train_s2.npy,16
07281_p31.30_n91.79_train_s2.npy,16
07282_p31.30_n63.10_train_s2.npy,16
07284_p31.30_p10.56_train_s2.npy,16
07285_p31.30_p29.90_train_s2.npy,16
07286_p31.30_p45.34_train_s2.npy,16
07288_p31.30_p71.61_train_s2.npy,16
07289_p31.30_p83.59_train_s2.npy,16
07291_p31.30_p106.18_train_s2.npy,16
07292_p31.30_p117.85_train_s2.npy,16
07294_p31.39_n108.59_train_s2.npy,16
07295_p31.39_n97.55_train_s2.npy,16
07296_p31.39_n85.35_train_s2.npy,16
07298_p31.39_p3.52_train_s2.npy,16
07299_p31.39_p19.61_train_s2.npy,16
07301_p31.39_p49.38_train_s2.npy,16
07302_p31.39_p61.68_train_s2.npy,16
07304_p31.39_p86.19_train_s2.npy,16
07305_p31.39_p98.18_train_s2.npy,16
07306_p31.39_p109.22_train_s2.npy,16
07308_p31.48_n139.95_train_s2.npy,14
07309_p31.48_n108.58_train_s2.npy,16
07311_p31.48_n84.68_train_s2.npy,16
07312_p31.48_n10.05_train_s2.npy,16
07314_p31.48_p20.68_train_s2.npy,16
07315_p31.48_p40.68_train_s2.npy,16
07316_p31.48_p52.68_train_s2.npy,16
07318_p31.48_p75.63_train_s2.npy,16
07319_p31.48_p86.79_train_s2.npy,16
07321_p31.48_p108.68_train_s2.npy,16
07322_p31.48_p119.32_train_s2.npy,16
07324_p31.57_n107.65_train_s2.npy,16
07325_p31.57_n93.21_train_s2.npy,16
07326_p31.57_n80.99_train_s2.npy,16
07328_p31.57_p12.07_train_s2.npy,16
07329_p31.57_p37.57_train_s2.npy,16
07331_p31.57_p66.03_train_s2.npy,16
07332_p31.57_p80.25_train_s2.npy,16
07334_p31.57_p104.81_train_s2.npy,16
07335_p31.57_p118.72_train_s2.npy,16
07336_p31.66_n143.61_train_s2.npy,16
07338_p31.66_n99.84_train_s2.npy,16
07339_p31.66_n88.44_train_s2.npy,16
07341_p31.66_p0.68_train_s2.npy,16
07342_p31.66_p14.29_train_s2.npy,16
07344_p31.66_p52.16_train_s2.npy,16
07345_p31.66_p64.29_train_s2.npy,16
07346_p31.66_p75.58_train_s2.npy,16
07348_p31.66_p96.35_train_s2.npy,16
07349_p31.66_p107.75_train_s2.npy,14
07351_p31.75_n143.63_train_s2.npy,16
07352_p31.75_n108.37_train_s2.npy,16
07354_p31.75_n85.04_train_s2.npy,16
07355_p31.75_n11.46_train_s2.npy,16
07356_p31.75_p2.38_train_s2.npy,16
07358_p31.75_p40.28_train_s2.npy,16
07359_p31.75_p52.95_train_s2.npy,16
07361_p31.75_p77.23_train_s2.npy,16
07362_p31.75_p87.68_train_s2.npy,12
07364_p31.75_p109.42_train_s2.npy,16
07365_p31.75_p121.78_train_s2.npy,16
07366_p31.84_n144.39_train_s2.npy,16
07368_p31.84_n97.79_train_s2.npy,16
07369_p31.84_n86.27_train_s2.npy,16
07371_p31.84_p0.47_train_s2.npy,16
07372_p31.84_p13.79_train_s2.npy,16
07374_p31.84_p47.81_train_s2.npy,16
07375_p31.84_p59.97_train_s2.npy,16
07376_p31.84_p70.32_train_s2.npy,16
07378_p31.84_p92.83_train_s2.npy,16
07379_p31.84_p103.82_train_s2.npy,16
07381_p31.84_p129.39_train_s2.npy,16
07382_p31.93_n117.16_train_s2.npy,16
07384_p31.93_n93.57_train_s2.npy,16
07385_p31.93_n80.24_train_s2.npy,16
07386_p31.93_n6.19_train_s2.npy,16
07388_p31.93_p26.61_train_s2.npy,16
07389_p31.93_p45.22_train_s2.npy,16
07391_p31.93_p69.56_train_s2.npy,16
07392_p31.93_p80.98_train_s2.npy,16
07394_p31.93_p103.51_train_s2.npy,16
07395_p31.93_p114.73_train_s2.npy,16
07396_p31.93_p129.96_train_s2.npy,15
07398_p32.02_n104.45_train_s2.npy,16
07399_p32.02_n92.81_train_s2.npy,16
07401_p32.02_n5.03_train_s2.npy,16
07402_p32.02_p8.42_train_s2.npy,16
07404_p32.02_p49.92_train_s2.npy,16
07405_p32.02_p62.42_train_s2.npy,16
07406_p32.02_p74.59_train_s2.npy,16
07408_p32.02_p97.89_train_s2.npy,16
07409_p32.02_p109.00_train_s2.npy,16
07411_p32.02_p138.02_train_s2.npy,16
07412_p32.11_n111.54_train_s2.npy,16
07414_p32.11_n87.59_train_s2.npy,16
07415_p32.11_n62.58_train_s2.npy,16
07416_p32.11_n1.22_train_s2.npy,16
07418_p32.11_p31.42_train_s2.npy,16
07419_p32.11_p50.07_train_s2.npy,16
07421_p32.11_p74.66_train_s2.npy,16
07422_p32.11_p86.10_train_s2.npy,16
07424_p32.11_p110.48_train_s2.npy,16
07425_p32.11_p122.67_train_s2.npy,16
07426_p32.11_p138.88_train_s2.npy,16
07428_p32.20_n99.79_train_s2.npy,16
07429_p32.20_n87.90_train_s2.npy,16
07431_p32.20_n2.71_train_s2.npy,16
07432_p32.20_p9.92_train_s2.npy,16
07434_p32.20_p47.06_train_s2.npy,16
07435_p32.20_p59.36_train_s2.npy,16
07436_p32.20_p70.82_train_s2.npy,16
07438_p32.20_p91.83_train_s2.npy,16
07439_p32.20_p104.46_train_s2.npy,16
07441_p32.20_p132.57_train_s2.npy,16
07442_p32.29_n116.34_train_s2.npy,16
07444_p32.29_n93.19_train_s2.npy,14
07445_p32.29_n81.40_train_s2.npy,16
07446_p32.29_n8.65_train_s2.npy,16
07448_p32.29_p21.29_train_s2.npy,16
07449_p32.29_p41.90_train_s2.npy,16
07451_p32.29_p66.21_train_s2.npy,16
07452_p32.29_p76.83_train_s2.npy,16
07454_p32.29_p98.07_train_s2.npy,16
07455_p32.29_p109.65_train_s2.npy,16
07456_p32.29_p122.28_train_s2.npy,16
07458_p32.38_n112.61_train_s2.npy,16
07459_p32.38_n101.03_train_s2.npy,16
07461_p32.38_n64.04_train_s2.npy,15
07462_p32.38_n2.82_train_s2.npy,16
07464_p32.38_p28.86_train_s2.npy,16
07465_p32.38_p43.63_train_s2.npy,16
07466_p32.38_p55.32_train_s2.npy,16
07468_p32.38_p78.07_train_s2.npy,16
07469_p32.38_p88.81_train_s2.npy,12
07471_p32.38_p111.66_train_s2.npy,16
07472_p32.38_p121.86_train_s2.npy,16
07474_p32.47_n110.40_train_s2.npy,16
07475_p32.47_n95.61_train_s2.npy,16
07476_p32.47_n80.72_train_s2.npy,16
07478_p32.47_p12.40_train_s2.npy,16
07479_p32.47_p38.04_train_s2.npy,16
07481_p32.47_p66.88_train_s2.npy,16
07482_p32.47_p79.76_train_s2.npy,16
07484_p32.47_p104.98_train_s2.npy,16
07485_p32.47_p119.77_train_s2.npy,16
07486_p32.47_p139.56_train_s2.npy,16
07488_p32.56_n99.96_train_s2.npy,16
07489_p32.56_n86.11_train_s2.npy,16
07491_p32.56_n0.48_train_s2.npy,16
07492_p32.56_p13.90_train_s2.npy,16
07494_p32.56_p50.96_train_s2.npy,16
07495_p32.56_p63.32_train_s2.npy,16
07496_p32.56_p74.82_train_s2.npy,16
07498_p32.56_p97.51_train_s2.npy,16
07499_p32.56_p109.65_train_s2.npy,16
07501_p32.56_p141.50_train_s2.npy,16
07502_p32.65_n110.74_train_s2.npy,16
07504_p32.65_n88.56_train_s2.npy,16
07505_p32.65_n18.29_train_s2.npy,16
07506_p32.65_p0.05_train_s2.npy,16
07508_p32.65_p37.48_train_s2.npy,16
07509_p32.65_p51.99_train_s2.npy,16
07511_p32.65_p75.55_train_s2.npy,16
07512_p32.65_p87.28_train_s2.npy,16
07514_p32.65_p110.42_train_s2.npy,16
07515_p32.65_p121.51_train_s2.npy,16
07516_p32.65_p140.06_train_s2.npy,16
07518_p32.74_n100.91_train_s2.npy,16
07519_p32.74_n89.07_train_s2.npy,16
07521_p32.74_n0.80_train_s2.npy,16
07522_p32.74_p12.01_train_s2.npy,16
07524_p32.74_p50.64_train_s2.npy,16
07525_p32.74_p62.38_train_s2.npy,16
07526_p32.74_p73.59_train_s2.npy,16
07528_p32.74_p94.62_train_s2.npy,16
07529_p32.74_p105.82_train_s2.npy,16
07531_p32.74_p134.21_train_s2.npy,16
07532_p32.83_n116.92_train_s2.npy,16
07534_p32.83_n93.95_train_s2.npy,16
07535_p32.83_n81.13_train_s2.npy,16
07536_p32.83_n7.74_train_s2.npy,16
07538_p32.83_p29.75_train_s2.npy,15
07539_p32.83_p46.10_train_s2.npy,16
07541_p32.83_p70.02_train_s2.npy,16
07542_p32.83_p81.45_train_s2.npy,16
07544_p32.83_p103.14_train_s2.npy,16
07545_p32.83_p113.93_train_s2.npy,16
07546_p32.83_p128.24_train_s2.npy,16
07548_p32.92_n108.72_train_s2.npy,16
07549_p32.92_n97.27_train_s2.npy,16
07551_p32.92_n11.50_train_s2.npy,16
07552_p32.92_p4.97_train_s2.npy,16
07554_p32.92_p44.22_train_s2.npy,16
07555_p32.92_p55.77_train_s2.npy,16
07556_p32.92_p67.54_train_s2.npy,16
07558_p32.92_p89.79_train_s2.npy,16
07559_p32.92_p101.23_train_s2.npy,16
07561_p32.92_p126.79_train_s2.npy,16
07562_p33.01_n121.77_train_s2.npy,16
07564_p33.01_n98.64_train_s2.npy,16
07565_p33.01_n86.33_train_s2.npy,16
07566_p33.01_n11.62_train_s2.npy,16
07568_p33.01_p23.82_train_s2.npy,7
07569_p33.01_p42.02_train_s2.npy,16
07571_p33.01_p64.71_train_s2.npy,16
07572_p33.01_p75.31_train_s2.npy,16
07574_p33.01_p96.82_train_s2.npy,16
07575_p33.01_p107.85_train_s2.npy,16
07576_p33.01_p118.66_train_s2.npy,16
07578_p33.10_n115.59_train_s2.npy,16
07579_p33.10_n103.91_train_s2.npy,16
07581_p33.10_n81.19_train_s2.npy,16
07582_p33.10_n4.13_train_s2.npy,16
07584_p33.10_p34.35_train_s2.npy,16
07585_p33.10_p47.75_train_s2.npy,16
07586_p33.10_p58.79_train_s2.npy,16
07588_p33.10_p81.83_train_s2.npy,16
07589_p33.10_p92.76_train_s2.npy,16
07591_p33.10_p113.98_train_s2.npy,16
07592_p33.10_p127.16_train_s2.npy,16
07595_p33.19_n99.39_train_s2.npy,16
07596_p33.19_n86.41_train_s2.npy,16
07597_p33.19_n11.64_train_s2.npy,16
07599_p33.19_p26.01_train_s2.npy,16
07600_p33.19_p43.07_train_s2.npy,16
07602_p33.19_p67.74_train_s2.npy,16
07603_p33.19_p78.79_train_s2.npy,16
07605_p33.19_p101.85_train_s2.npy,16
07606_p33.19_p112.69_train_s2.npy,16
07607_p33.19_p125.88_train_s2.npy,14
07609_p33.28_n108.06_train_s2.npy,16
07610_p33.28_n95.93_train_s2.npy,16
07612_p33.28_n7.35_train_s2.npy,16
07613_p33.28_p5.10_train_s2.npy,16
07615_p33.28_p43.21_train_s2.npy,16
07616_p33.28_p56.74_train_s2.npy,16
07617_p33.28_p68.23_train_s2.npy,16
07619_p33.28_p89.06_train_s2.npy,16
07620_p33.28_p100.23_train_s2.npy,16
07622_p33.28_p128.57_train_s2.npy,16
07623_p33.37_n121.52_train_s2.npy,16
07625_p33.37_n93.04_train_s2.npy,16
07626_p33.37_n79.92_train_s2.npy,16
07627_p33.37_n1.02_train_s2.npy,16
07629_p33.37_p41.87_train_s2.npy,16
07630_p33.37_p56.38_train_s2.npy,16
07632_p33.37_p82.40_train_s2.npy,16
07633_p33.37_p94.65_train_s2.npy,16
07635_p33.37_p122.38_train_s2.npy,16
07636_p33.46_n140.68_train_s2.npy,16
07637_p33.46_n110.66_train_s2.npy,16
07639_p33.46_n86.88_train_s2.npy,16
07641_p33.46_p5.54_train_s2.npy,16
07643_p33.46_p45.13_train_s2.npy,16
07644_p33.46_p58.15_train_s2.npy,16
07646_p33.46_p80.21_train_s2.npy,16
07647_p33.46_p92.26_train_s2.npy,16
07648_p33.46_p103.99_train_s2.npy,16
07650_p33.46_p132.60_train_s2.npy,16
07651_p33.55_n118.22_train_s2.npy,16
07653_p33.55_n94.20_train_s2.npy,16
07654_p33.55_n83.11_train_s2.npy,16
07656_p33.55_p7.59_train_s2.npy,16
07657_p33.55_p33.34_train_s2.npy,16
07658_p33.55_p50.25_train_s2.npy,16
07660_p33.55_p74.70_train_s2.npy,16
07661_p33.55_p85.37_train_s2.npy,16
07663_p33.55_p108.31_train_s2.npy,14
07664_p33.55_p119.73_train_s2.npy,16
07666_p33.64_n115.63_train_s2.npy,16
07667_p33.64_n103.34_train_s2.npy,16
07668_p33.64_n89.97_train_s2.npy,16
07670_p33.64_n0.92_train_s2.npy,16
07671_p33.64_p14.29_train_s2.npy,16
07674_p33.64_p64.74_train_s2.npy,16
07675_p33.64_p76.82_train_s2.npy,16
07677_p33.64_p99.46_train_s2.npy,16
07678_p33.64_p111.97_train_s2.npy,16
07679_p33.64_p129.22_train_s2.npy,16
07681_p33.73_n107.35_train_s2.npy,16
07682_p33.73_n96.56_train_s2.npy,16
07684_p33.73_n5.67_train_s2.npy,16
07685_p33.73_p7.18_train_s2.npy,16
07687_p33.73_p49.60_train_s2.npy,14
07688_p33.73_p62.66_train_s2.npy,16
07689_p33.73_p73.56_train_s2.npy,16
07691_p33.73_p96.23_train_s2.npy,16
07692_p33.73_p107.46_train_s2.npy,16
07694_p33.73_p140.38_train_s2.npy,16
07695_p33.82_n113.39_train_s2.npy,16
07697_p33.82_n88.65_train_s2.npy,16
07698_p33.82_n76.33_train_s2.npy,16
07699_p33.82_p1.35_train_s2.npy,16
07701_p33.82_p39.06_train_s2.npy,16
07702_p33.82_p54.72_train_s2.npy,16
07704_p33.82_p78.60_train_s2.npy,16
07705_p33.82_p89.73_train_s2.npy,16
07707_p33.82_p112.85_train_s2.npy,16
07708_p33.82_p129.17_train_s2.npy,16
07709_p33.91_n118.94_train_s2.npy,16
07711_p33.91_n95.90_train_s2.npy,16
07712_p33.91_n84.10_train_s2.npy,16
07714_p33.91_p5.68_train_s2.npy,16
07715_p33.91_p30.34_train_s2.npy,16
07717_p33.91_p60.09_train_s2.npy,16
07718_p33.91_p71.67_train_s2.npy,16
07719_p33.91_p82.37_train_s2.npy,16
07721_p33.91_p104.44_train_s2.npy,16
07722_p33.91_p115.69_train_s2.npy,16
07724_p34.00_n121.86_train_s2.npy,16
07725_p34.00_n109.30_train_s2.npy,16
07727_p34.00_n84.94_train_s2.npy,16
07728_p34.00_n9.15_train_s2.npy,16
07729_p34.00_p4.60_train_s2.npy,16
07731_p34.00_p47.37_train_s2.npy,16
07732_p34.00_p60.36_train_s2.npy,16
07734_p34.00_p84.07_train_s2.npy,16
07735_p34.00_p96.96_train_s2.npy,16
07737_p34.00_p120.02_train_s2.npy,16
07738_p34.00_p137.88_train_s2.npy,16
07739_p34.09_n115.61_train_s2.npy,16
07741_p34.09_n91.11_train_s2.npy,16
07742_p34.09_n78.32_train_s2.npy,16
07744_p34.09_p16.64_train_s2.npy,16
07745_p34.09_p41.25_train_s2.npy,16
07747_p34.09_p66.72_train_s2.npy,16
07748_p34.09_p77.78_train_s2.npy,16
07749_p34.09_p87.64_train_s2.npy,16
07751_p34.09_p111.49_train_s2.npy,14
07752_p34.09_p124.50_train_s2.npy,16
07754_p34.18_n111.59_train_s2.npy,16
07755_p34.18_n99.44_train_s2.npy,16
07757_p34.18_n73.72_train_s2.npy,16
07758_p34.18_p2.66_train_s2.npy,16
07759_p34.18_p22.51_train_s2.npy,16
07761_p34.18_p54.52_train_s2.npy,16
07762_p34.18_p67.00_train_s2.npy,16
07764_p34.18_p90.32_train_s2.npy,16
07765_p34.18_p101.18_train_s2.npy,16
07767_p34.18_p127.87_train_s2.npy,16
07768_p34.18_p142.84_train_s2.npy,16
07769_p34.27_n110.20_train_s2.npy,16
07771_p34.27_n85.11_train_s2.npy,16
07772_p34.27_n7.44_train_s2.npy,16
07774_p34.27_p36.99_train_s2.npy,16
07775_p34.27_p52.20_train_s2.npy,16
07777_p34.27_p80.11_train_s2.npy,16
07778_p34.27_p93.37_train_s2.npy,16
07779_p34.27_p105.75_train_s2.npy,16
07781_p34.27_p136.28_train_s2.npy,16
07782_p34.36_n115.20_train_s2.npy,16
07784_p34.36_n90.73_train_s2.npy,16
07785_p34.36_n78.56_train_s2.npy,16
07787_p34.36_p14.73_train_s2.npy,16
07788_p34.36_p38.54_train_s2.npy,16
07789_p34.36_p52.24_train_s2.npy,16
07791_p34.36_p75.51_train_s2.npy,16
07792_p34.36_p86.06_train_s2.npy,16
07794_p34.36_p112.70_train_s2.npy,16
07795_p34.36_p124.77_train_s2.npy,16
07797_p34.45_n111.75_train_s2.npy,16
07798_p34.45_n100.21_train_s2.npy,16
07799_p34.45_n89.10_train_s2.npy,16
07801_p34.45_p3.32_train_s2.npy,16
07802_p34.45_p23.24_train_s2.npy,16
07804_p34.45_p55.14_train_s2.npy,16
07805_p34.45_p67.22_train_s2.npy,16
07807_p34.44_p89.97_train_s2.npy,16
07808_p34.44_p101.95_train_s2.npy,16
07809_p34.45_p115.12_train_s2.npy,16
07811_p34.54_n119.91_train_s2.npy,16
07812_p34.54_n106.84_train_s2.npy,16
07814_p34.54_n82.97_train_s2.npy,16
07815_p34.54_n7.24_train_s2.npy,16
07817_p34.54_p26.75_train_s2.npy,16
07818_p34.53_p47.45_train_s2.npy,16
07819_p34.54_p60.20_train_s2.npy,16
07821_p34.53_p83.63_train_s2.npy,16
07822_p34.54_p93.43_train_s2.npy,16
07824_p34.54_p117.51_train_s2.npy,16
07825_p34.54_p134.07_train_s2.npy,16
07827_p34.63_n107.51_train_s2.npy,16
07828_p34.63_n94.75_train_s2.npy,16
07829_p34.63_n82.53_train_s2.npy,16
07831_p34.63_p7.14_train_s2.npy,16
07832_p34.63_p28.86_train_s2.npy,16
07834_p34.63_p60.38_train_s2.npy,16
07835_p34.62_p71.29_train_s2.npy,16
07837_p34.63_p93.55_train_s2.npy,16
07838_p34.63_p106.42_train_s2.npy,16
07839_p34.63_p118.42_train_s2.npy,16
07841_p34.72_n119.11_train_s2.npy,16
07842_p34.72_n106.00_train_s2.npy,16
07844_p34.72_n80.11_train_s2.npy,16
07845_p34.72_n3.77_train_s2.npy,16
07847_p34.72_p36.64_train_s2.npy,16
07848_p34.72_p50.84_train_s2.npy,16
07849_p34.72_p64.17_train_s2.npy,16
07851_p34.72_p86.89_train_s2.npy,16
07852_p34.72_p97.59_train_s2.npy,16
07854_p34.72_p123.37_train_s2.npy,16
07855_p34.72_p140.41_train_s2.npy,16
07857_p34.80_n103.47_train_s2.npy,16
07858_p34.81_n91.99_train_s2.npy,16
07859_p34.81_n79.97_train_s2.npy,16
07861_p34.81_p8.69_train_s2.npy,16
07862_p34.81_p32.96_train_s2.npy,16
07864_p34.81_p61.82_train_s2.npy,16
07865_p34.81_p72.42_train_s2.npy,16
07867_p34.81_p93.74_train_s2.npy,16
07868_p34.81_p104.79_train_s2.npy,16
07869_p34.81_p118.12_train_s2.npy,16
07871_p34.90_n119.69_train_s2.npy,16
07872_p34.90_n106.67_train_s2.npy,16
07874_p34.89_n79.52_train_s2.npy,16
07875_p34.90_n2.13_train_s2.npy,16
07877_p34.90_p39.02_train_s2.npy,16
07878_p34.89_p52.05_train_s2.npy,16
07879_p34.89_p65.07_train_s2.npy,16
07881_p34.89_p88.17_train_s2.npy,16
07882_p34.90_p99.55_train_s2.npy,16
07884_p34.90_p127.13_train_s2.npy,16
07885_p34.89_p142.68_train_s2.npy,16
07887_p34.99_n98.87_train_s2.npy,16
07888_p34.99_n87.04_train_s2.npy,16
07889_p34.98_n12.98_train_s2.npy,16
07891_p34.99_p18.46_train_s2.npy,16
07892_p34.99_p38.18_train_s2.npy,16
07894_p34.98_p65.46_train_s2.npy,16
07895_p34.98_p77.18_train_s2.npy,16
07897_p34.99_p97.89_train_s2.npy,16
07898_p34.99_p109.17_train_s2.npy,16
07899_p34.98_p125.39_train_s2.npy,16
07901_p35.08_n112.27_train_s2.npy,16
07902_p35.08_n100.64_train_s2.npy,16
07904_p35.08_n77.50_train_s2.npy,16
07905_p35.07_n1.04_train_s2.npy,16
07907_p35.07_p39.32_train_s2.npy,16
07908_p35.07_p51.39_train_s2.npy,16
07909_p35.07_p63.35_train_s2.npy,16
07911_p35.08_p86.71_train_s2.npy,16
07912_p35.08_p98.77_train_s2.npy,16
07914_p35.08_p122.36_train_s2.npy,15
07915_p35.07_p137.94_train_s2.npy,16
07917_p35.17_n101.42_train_s2.npy,16
07918_p35.16_n90.33_train_s2.npy,16
07919_p35.16_n75.17_train_s2.npy,13
07921_p35.17_p26.19_train_s2.npy,16
07922_p35.17_p50.13_train_s2.npy,16
07924_p35.16_p77.59_train_s2.npy,16
07925_p35.17_p90.66_train_s2.npy,16
07927_p35.17_p115.59_train_s2.npy,16
07928_p35.16_p135.80_train_s2.npy,16
07929_p35.26_n118.00_train_s2.npy,16
07931_p35.25_n93.27_train_s2.npy,16
07932_p35.26_n81.95_train_s2.npy,16
07934_p35.25_p8.30_train_s2.npy,16
07935_p35.26_p31.16_train_s2.npy,16
07937_p35.25_p59.63_train_s2.npy,16
07938_p35.25_p71.62_train_s2.npy,16
07939_p35.25_p83.38_train_s2.npy,16
07941_p35.25_p105.47_train_s2.npy,16
07942_p35.25_p117.67_train_s2.npy,16
07944_p35.35_n118.26_train_s2.npy,16
07945_p35.34_n105.82_train_s2.npy,16
07947_p35.34_n81.72_train_s2.npy,16
07948_p35.35_n5.34_train_s2.npy,16
07949_p35.34_p10.62_train_s2.npy,16
07951_p35.34_p51.34_train_s2.npy,16
07952_p35.34_p63.78_train_s2.npy,16
07954_p35.34_p86.34_train_s2.npy,16
07955_p35.34_p99.33_train_s2.npy,16
07957_p35.34_p124.97_train_s2.npy,16
07958_p35.34_p140.71_train_s2.npy,16
07959_p35.44_n112.97_train_s2.npy,16
07961_p35.44_n89.06_train_s2.npy,16
07962_p35.44_n76.84_train_s2.npy,16
07964_p35.43_p20.76_train_s2.npy,16
07965_p35.43_p41.92_train_s2.npy,16
07967_p35.43_p68.13_train_s2.npy,16
07968_p35.43_p80.25_train_s2.npy,16
07969_p35.43_p91.71_train_s2.npy,16
07971_p35.44_p115.06_train_s2.npy,16
07972_p35.44_p133.35_train_s2.npy,16
07974_p35.53_n107.48_train_s2.npy,16
07975_p35.52_n94.69_train_s2.npy,16
